Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1
creative services__t	creative services	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
online gaming__t	online gaming	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Creative director__s	Creative director	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
VRP__s	VRP	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Dr Commercial__s	Dr Commercial	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
BU Director Cable Duct__s	BU Director Cable Duct	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Key Account Manager__s	Key Account Manager	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
key account development__t	key account development	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Product Owner__s	Product Owner	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
personal care__t	personal care	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
footwear__t	footwear	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Secretary General__s	Secretary General	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Responsable Supply Chain__s	Responsable Supply Chain	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Country Manager France__s	Country Manager France	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
oral & written...__t	oral & written...	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
DIRECTOR__s	DIRECTOR	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Group Communications Director__s	Group Communications Director	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
luxury goods__t	luxury goods	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Chairman__s	Chairman	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
visual merchandising__t	visual merchandising	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Head of Marketing and Communications__s	Head of Marketing and Communications	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Commercial Director__s	Commercial Director	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
logistics manager__s	logistics manager	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
wine tasting__t	wine tasting	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Head of Middle & Back Office__s	Head of Middle & Back Office	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
business travel__t	business travel	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
CEO - Founder__s	CEO - Founder	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
Associate Director; Products & Solutions WEMEA__s	Associate Director; Products & Solutions WEMEA	2.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
food industry__t	food industry	1.0	0	0.2	24___Business and administration professionals	24___Business and administration professionals
